Date,sulfate,nitrate,ID
1/1/02,NA,NA,23
1/2/02,NA,NA,23
1/3/02,NA,NA,23
1/4/02,NA,NA,23
1/5/02,NA,NA,23
1/6/02,NA,NA,23
1/7/02,NA,NA,23
1/8/02,NA,NA,23
1/9/02,NA,NA,23
1/10/02,NA,NA,23
1/11/02,NA,NA,23
1/12/02,NA,NA,23
1/13/02,NA,NA,23
1/14/02,0.44,2.7,23
1/15/02,NA,NA,23
1/16/02,NA,NA,23
1/17/02,NA,NA,23
1/18/02,NA,NA,23
1/19/02,NA,NA,23
1/20/02,0.41,1.8,23
1/21/02,NA,NA,23
1/22/02,NA,NA,23
1/23/02,NA,NA,23
1/24/02,NA,NA,23
1/25/02,NA,NA,23
1/26/02,0.36,3.3,23
1/27/02,NA,NA,23
1/28/02,NA,NA,23
1/29/02,NA,NA,23
1/30/02,NA,NA,23
1/31/02,NA,NA,23
2/1/02,0.49,6.5,23
2/2/02,NA,NA,23
2/3/02,NA,NA,23
2/4/02,NA,NA,23
2/5/02,NA,NA,23
2/6/02,NA,NA,23
2/7/02,0.69,10,23
2/8/02,NA,NA,23
2/9/02,NA,NA,23
2/10/02,NA,NA,23
2/11/02,NA,NA,23
2/12/02,NA,NA,23
2/13/02,0.78,6.6,23
2/14/02,NA,NA,23
2/15/02,NA,NA,23
2/16/02,NA,NA,23
2/17/02,NA,NA,23
2/18/02,NA,NA,23
2/19/02,0.65,2.3,23
2/20/02,NA,NA,23
2/21/02,NA,NA,23
2/22/02,NA,NA,23
2/23/02,NA,NA,23
2/24/02,NA,NA,23
2/25/02,0.42,0.46,23
2/26/02,NA,NA,23
2/27/02,NA,NA,23
2/28/02,NA,NA,23
3/1/02,NA,NA,23
3/2/02,NA,NA,23
3/3/02,0.56,0.83,23
3/4/02,NA,NA,23
3/5/02,NA,NA,23
3/6/02,NA,NA,23
3/7/02,NA,NA,23
3/8/02,NA,NA,23
3/9/02,0.53,3,23
3/10/02,NA,NA,23
3/11/02,NA,NA,23
3/12/02,NA,NA,23
3/13/02,NA,NA,23
3/14/02,NA,NA,23
3/15/02,0.35,1,23
3/16/02,NA,NA,23
3/17/02,NA,NA,23
3/18/02,NA,NA,23
3/19/02,NA,NA,23
3/20/02,NA,NA,23
3/21/02,0.69,3,23
3/22/02,NA,NA,23
3/23/02,NA,NA,23
3/24/02,NA,NA,23
3/25/02,NA,NA,23
3/26/02,NA,NA,23
3/27/02,0.32,0.28,23
3/28/02,NA,NA,23
3/29/02,NA,NA,23
3/30/02,NA,NA,23
3/31/02,NA,NA,23
4/1/02,NA,NA,23
4/2/02,0.81,0.58,23
4/3/02,NA,NA,23
4/4/02,NA,NA,23
4/5/02,NA,NA,23
4/6/02,NA,NA,23
4/7/02,NA,NA,23
4/8/02,1.1,1.1,23
